customer_key,location_key,product_key,time_key,quantity,subtotal
206,444,10001949,20201229,5,95.1
206,444,10002147,20201229,6,47.76
206,444,10003209,20201229,5,57.7
206,444,10003560,20201229,6,149.7
206,494,10000623,20231230,3,17.31
206,494,10001243,20231230,4,150.96
206,494,10001960,20201223,4,66.36
206,494,10002165,20231230,1,6.48
206,494,10002768,20201223,1,6.48
206,494,10004465,20201223,5,52.15
206,494,10004770,20231230,1,6.48
206,585,10004727,20201229,2,6.3
207,92,10000240,20231217,1,7.98
207,92,10001659,20231217,4,13.36
207,92,10002255,20231217,3,18.24
207,92,10003679,20231217,4,19.56
207,92,10004421,20231217,3,122.94
207,105,10004437,20241224,2,43.96
207,123,10003675,20211228,4,25.92
207,123,10003853,20211228,5,965.85
207,127,10002517,20201221,2,281.62
207,127,10003187,20201221,6,37.38
207,127,10004718,20201221,4,25.92
207,281,10001269,20241215,4,23.76
207,281,10001352,20241215,5,15.4
207,281,10002535,20241215,6,34.44
207,289,10004583,20201221,3,83.97
207,304,10000745,20211229,7,4339.93
207,304,10003082,20211229,5,101.7
207,370,10000315,20221226,4,14.32
207,370,10000686,20221226,3,179.97
207,370,10002841,20221226,3,174.66
207,370,10004089,20221226,7,38.01
207,370,10004645,20221226,4,29.4
207,384,10000793,20211230,1,2.89
207,406,10000947,20231223,3,12.6
207,406,10002401,20231223,5,24.9
207,406,10002734,20231223,1,240.37
207,406,10004692,20231223,3,377.97
207,438,10000504,20211219,7,31.08
207,438,10004592,20211219,1,3.95
207,559,10001655,20231228,4,34.96
207,559,10002917,20231228,5,24.55
207,559,10003211,20231228,2,12.96
207,559,10004602,20231228,6,113.04
207,587,10002024,20201227,6,1777.08
207,587,10004035,20201227,7,24499.93
207,604,10000606,20211215,5,1049.2
207,604,10001908,20211215,4,25.92
207,604,10003490,20211215,4,99.96
207,604,10003893,20211215,2,6.16
208,9,10001026,20221219,2,124.36
208,9,10002067,20221219,7,149.66
208,9,10002303,20221219,7,19.46
208,9,10004144,20221219,7,41.86
208,9,10004889,20221219,6,256.56
208,27,10002714,20201218,1,10.94
208,27,10002743,20201218,3,50.22
208,27,10003040,20201218,6,41.7
208,27,10003472,20201218,7,45.36
208,93,10000381,20221224,2,49.96
208,93,10000705,20221224,3,36.84
208,93,10002309,20221224,3,13.44
208,93,10003613,20221224,2,134.56
208,93,10004743,20221224,3,1073.46
208,237,10004384,20241229,1,5.58
208,237,10004494,20241229,2,360.38
208,237,10004537,20241229,5,17.9
208,242,10000602,20221226,1,98.31
208,242,10001552,20221226,3,422.43
208,242,10003315,20221226,1,3.37
208,310,10000059,20211222,7,106.05
208,310,10003234,20211222,4,123.92
208,310,10003266,20211222,7,37.8
208,360,10000256,20231217,6,3599.94
208,360,10000661,20231217,4,616.52
208,360,10000885,20231217,3,68.97
208,360,10004199,20231217,3,307.71
208,360,10004459,20231217,7,342.37
208,450,10000394,20211226,7,1255.03
208,450,10001163,20211226,4,25.92
208,450,10004249,20211226,7,27.23
208,521,10003093,20201224,2,10.56
208,521,10003478,20201224,6,389.94
208,521,10004214,20201224,3,47.19
208,610,10001275,20221221,1,2.78
208,610,10004797,20221221,6,77.94
208,625,10001971,20221228,6,35.88
209,14,10004221,20211223,5,84.95
209,69,10000562,20221219,4,25.92
209,129,10001357,20211216,3,257.94
209,129,10003694,20211216,7,59.5
209,129,10004061,20211216,1,13.97
209,129,10004233,20211216,2,18.76
209,129,10004438,20211216,4,5596.0
209,142,10001915,20201228,6,16.68
209,277,10004091,20211226,1,5.98
209,312,10000190,20211227,6,12.24
209,312,10000930,20211227,1,65.99
209,312,10003346,20211227,4,107.84
209,312,10004728,20211227,1,19.98
209,350,10000938,20221227,4,47.88
209,350,10001217,20221227,2,111.96
209,350,10002094,20221227,2,6.28
209,350,10003457,20221227,5,334.95
209,350,10004176,20221227,2,243.16
209,414,10000079,20241228,2,11.16
209,414,10001448,20241228,7,111.93
209,414,10001559,20241228,3,45.75
209,486,10000436,20201223,7,22.96
209,486,10001503,20201223,7,240.17
209,486,10001747,20201223,1,35.99
209,486,10004235,20201223,3,296.37
209,486,10004768,20201223,6,16.44
209,503,10003477,20241219,2,398.0
209,503,10003605,20241219,1,6.38
209,503,10004014,20241219,3,1947.0
209,548,10001247,20221223,6,358.68
209,548,10002842,20221223,6,479.94
209,548,10004806,20221223,1,125.99
209,548,10004932,20221223,7,34.86
209,573,10000052,20211225,5,449.95
209,573,10000469,20211225,7,489.93
209,573,10001863,20211225,6,538.98
209,573,10003189,20211225,4,523.92
209,573,10004761,20211225,6,21.12
210,24,10002239,20231221,2,359.98
210,24,10003402,20231221,7,368.97
210,24,10004548,20231221,5,34.05
210,42,10000207,20231230,5,65.0
210,42,10000361,20231230,7,80.85
210,42,10003300,20231230,1,6.48
210,42,10003483,20231230,7,916.86
210,42,10003944,20231230,5,1524.95
210,98,10001235,20231223,1,5.78
210,98,10001238,20231223,6,1025.88
210,98,10002368,20231223,7,2953.65
210,98,10003847,20231223,3,25.83
210,219,10002846,20221219,4,122.12
210,232,10002638,20241229,4,13.88
210,251,10000171,20241223,3,393.36
210,251,10001716,20241223,7,33.74
210,251,10002801,20241223,2,8.56
210,268,10001715,20241219,3,56.91
210,268,10003475,20241219,2,12.96
210,268,10004393,20241219,3,11.22
210,270,10000323,20211222,2,41.96
210,270,10002839,20211222,6,48.24
210,270,10003699,20211222,6,101.7
210,270,10004046,20211222,5,32.4
210,328,10000652,20241223,3,36.84
210,394,10001089,20221223,3,182.94
210,394,10001342,20221223,5,1304.9
210,394,10002006,20221223,3,389.97
210,394,10002122,20221223,2,73.98
210,394,10002398,20221223,6,179.94
210,411,10004430,20231225,3,164.88
210,449,10001636,20241230,3,56.4
210,449,10002254,20241230,4,27.12
210,527,10000041,20241220,1,45.99
210,527,10000321,20241220,5,1404.9
210,539,10001416,20221220,7,470.96
210,539,10002112,20221220,5,629.95
210,539,10002163,20221220,6,203.64
210,539,10002880,20221220,4,60.92
210,539,10003589,20221220,3,19.44
210,547,10002722,20201229,3,392.94
210,594,10001390,20201224,2,19.86
210,594,10001883,20201224,6,158.94
210,594,10004340,20201224,1,14.45
210,608,10001002,20241228,2,58.34
210,608,10003351,20241228,7,122.64
210,608,10003365,20241228,4,359.96
210,608,10004913,20241228,5,188.7
211,53,10000819,20211220,3,17.61
211,53,10001468,20211220,5,854.9
211,53,10004924,20211220,3,65.94
211,59,10001077,20211227,5,29.9
211,59,10001872,20211227,6,86.52
211,59,10003519,20211227,4,194.32
211,73,10000014,20241223,4,275.24
211,76,10003486,20221220,1,28.03
211,85,10002447,20201223,2,99.54
211,92,10000705,20211224,2,24.56
211,92,10001921,20211224,5,49.95
211,92,10003730,20211224,2,49.96
211,92,10004944,20211224,1,15.31
211,122,10000987,20221221,5,8.8
211,122,10001236,20221221,2,12.96
211,122,10003284,20221221,4,7.52
211,137,10001440,20241230,5,310.25
211,137,10003134,20241230,3,1799.97
211,206,10003795,20201227,2,121.96
211,206,10004149,20201227,3,163.44
211,247,10000186,20221224,4,1123.92
211,247,10000237,20221224,5,16.85
211,247,10003550,20221224,1,3.08
211,247,10004005,20221224,5,52.6
211,247,10004655,20221224,1,44.95
211,308,10001225,20211227,2,239.98
211,308,10001480,20211227,3,19.44
211,308,10002702,20211227,4,103.56
211,308,10002725,20211227,6,991.2
211,308,10004162,20211227,4,156.24
211,358,10001211,20201221,3,17.55
211,358,10003252,20201221,5,101.7
211,358,10004408,20201221,3,149.97
211,358,10004867,20201221,4,1999.96
211,379,10000149,20221230,7,888.93
211,379,10002655,20221230,7,77.63
211,408,10000302,20221220,3,14.19
211,409,10001333,20221222,5,154.9
211,409,10001481,20221222,7,31.36
211,409,10001730,20221222,2,530.34
211,409,10002832,20221222,6,232.56
211,410,10001338,20211229,2,27.16
211,410,10002571,20211229,3,410.97
211,410,10002725,20211229,5,826.0
211,437,10000571,20221228,5,399.95
211,437,10003959,20221228,6,395.94
211,437,10004904,20221228,5,44.4
211,462,10000053,20241229,6,13.08
211,462,10000350,20241229,2,20.7
211,462,10001578,20241229,7,860.93
211,462,10003174,20241229,2,5.48
211,462,10004735,20241229,5,23.4
211,615,10000476,20201226,4,421.96
211,615,10003004,20201226,1,350.99
211,615,10003102,20201226,5,14.4
212,214,10001876,20241220,1,37.99
212,333,10002055,20201219,1,2.89
212,333,10003853,20201219,2,386.34
212,333,10004670,20201219,3,21.93
212,339,10003541,20221223,6,23.34
212,339,10004495,20221223,3,1286.85
212,339,10004704,20221223,2,5.96
212,369,10000695,20231227,1,5.78
212,369,10001450,20231227,5,262.45
212,369,10001506,20231227,1,10.43
212,369,10002134,20231227,3,115.44
212,369,10003780,20231227,1,54.96
212,371,10000909,20211220,1,2.95
212,371,10002176,20211220,6,40.86
212,371,10002369,20211220,7,20999.93
212,371,10003121,20211220,6,53.28
212,371,10004526,20211220,7,31.78
212,417,10002496,20211222,5,304.9
212,417,10002976,20211222,2,839.98
212,417,10004485,20211222,6,1085.88
212,417,10004689,20211222,4,271.36
212,463,10000112,20241222,1,2.95
212,463,10000579,20241222,5,229.95
212,463,10004748,20241222,2,517.96
212,494,10000822,20231226,5,114.6
212,494,10003064,20231226,6,38.88
212,494,10004715,20231226,1,4.73
212,539,10000360,20201224,7,1119.93
213,15,10002895,20241220,5,25.0
213,15,10003640,20241220,2,35.5
213,27,10001290,20211227,3,113.79
213,27,10001367,20211227,5,84.75
213,27,10002777,20211227,7,70.42
213,101,10000794,20211224,1,51.94
213,101,10001366,20211224,3,89.97
213,101,10002498,20211224,4,112.12
213,101,10002724,20211224,6,22.8
213,101,10004795,20211224,4,25.92
213,138,10000480,20201229,3,23.1
213,138,10001155,20201229,2,191.98
213,138,10003447,20201229,7,3856.86
213,138,10004705,20201229,6,116.4
213,210,10000228,20201226,6,53.28
213,303,10000641,20201225,1,304.99
213,303,10001129,20201225,2,56.06
213,303,10001930,20201225,5,499.95
213,303,10004804,20201225,7,916.09
213,421,10001708,20231221,3,888.54
213,421,10002713,20231221,5,641.2
213,421,10003552,20231221,4,19.92
213,432,10000096,20221223,7,90.86
213,432,10002630,20221223,3,34.11
213,432,10003147,20221223,3,146.73
213,459,10002363,20241227,1,70.98
213,459,10003320,20241227,1,99.99
213,459,10004617,20241227,1,5.28
213,464,10001533,20211230,3,11.07
213,496,10001716,20221227,5,24.1
213,496,10003561,20221227,7,50.96
213,496,10003888,20221227,1,6.81
213,546,10002691,20211222,2,834.8
213,562,10001252,20231222,1,26.96
213,562,10002243,20231222,5,614.95
213,562,10002878,20231222,3,32.34
213,577,10001202,20211223,7,51.8
213,577,10002618,20211223,2,141.96
214,85,10000223,20201229,6,605.88
214,85,10003112,20201229,3,40.29
214,85,10003911,20201229,4,599.96
214,256,10000057,20221229,3,212.94
214,256,10000233,20221229,4,839.36
214,256,10002952,20221229,1,4.18
214,256,10003094,20221229,3,18.24
214,270,10001600,20201221,5,171.15
214,270,10001788,20201221,4,81.08
214,270,10002199,20201221,4,42.72
214,270,10003888,20201221,4,27.24
214,274,10001069,20201223,4,239.96
214,274,10002359,20201223,7,227.36
214,350,10001082,20241226,1,10.64
214,350,10001465,20241226,4,59.68
214,350,10003361,20241226,7,34.02
214,350,10004479,20241226,6,82.38
214,408,10002680,20231223,4,26.72
214,408,10003824,20231223,5,59.85
214,408,10004191,20231223,5,32.4
214,408,10004639,20231223,1,11.59
214,413,10001264,20231221,3,389.97
214,413,10003001,20231221,4,151.76
214,413,10003294,20231221,4,16.8
214,413,10003539,20231221,7,139.93
214,413,10004112,20231221,1,29.99
214,431,10000281,20231230,7,1682.59
214,431,10001538,20231230,2,4.36
214,431,10001999,20231230,1,11.5
214,431,10003160,20231230,3,20.7
214,431,10003675,20231230,6,38.88
214,469,10002931,20201226,1,15.57
214,469,10003303,20201226,3,182.94
214,527,10000434,20231221,2,87.96
214,527,10002009,20231221,3,173.94
214,527,10003526,20231221,1,90.98
214,537,10000326,20211223,7,38.08
214,555,10001374,20241230,7,31.36
214,555,10004222,20241230,6,1657.2
214,555,10004552,20241230,2,41.28
214,567,10000380,20211227,2,63.16
214,567,10000637,20211227,6,46.68
214,567,10000953,20211227,6,37.38
214,567,10003519,20211227,1,48.58
214,567,10003792,20211227,5,244.7
215,74,10002288,20211229,4,963.92
215,114,10001078,20211228,7,37.38
215,114,10001259,20211228,3,8.85
215,159,10001690,20211228,5,24.9
215,159,10001780,20211228,7,46.76
215,159,10004328,20211228,3,143.7
215,159,10004696,20211228,1,22.38
215,278,10004669,20241228,1,8.34
215,310,10000316,20221225,1,52.4
215,310,10002209,20221225,4,103.92
215,310,10003954,20221225,2,77.52
215,310,10004385,20221225,1,0.99
215,317,10000768,20241225,4,2123.8
215,335,10001476,20221226,3,5.46
215,335,10002960,20221226,7,1078.91
215,335,10003098,20221226,5,479.95
215,335,10003423,20221226,6,299.94
215,335,10004364,20221226,5,77.2
215,412,10000451,20211222,2,301.96
215,412,10001030,20211222,1,10.95
215,412,10003203,20211222,7,391.86
215,412,10003429,20211222,5,1434.25
215,412,10004658,20211222,3,19.44
215,422,10002844,20201224,2,10.56
215,422,10002991,20201224,4,719.96
215,456,10003260,20221228,3,182.67
215,467,10003835,20231228,4,643.92
215,506,10001806,20211225,7,104.86
215,590,10000113,20211227,2,19.98
215,590,10000403,20211227,2,191.9
215,590,10001495,20211227,6,175.74
215,590,10001617,20211227,5,32.4
215,590,10003573,20211227,1,34.99
216,9,10000346,20201228,3,12.78
216,9,10003125,20201228,7,20.16
216,9,10003656,20201228,7,54.39
216,36,10000229,20211228,4,430.12
216,57,10000561,20201225,7,370.93
216,57,10003018,20201225,5,108.3
216,61,10001988,20221228,4,1117.92
216,61,10003036,20221228,7,139.3
216,61,10004842,20221228,6,44.28
216,145,10001690,20211226,7,34.86
216,145,10001851,20211226,4,17.48
216,145,10001866,20211226,3,94.74
216,145,10003344,20211226,4,25.92
216,145,10004766,20211226,7,55.23
216,194,10001198,20221226,1,26.38
216,194,10003052,20221226,6,203.34
216,389,10003959,20231230,7,461.93
216,425,10000537,20201228,5,32.4
216,425,10002557,20201228,7,918.26
216,425,10003307,20201228,4,21.12
216,439,10001364,20221229,1,4.28
216,439,10002566,20221229,2,181.96
216,439,10002758,20221229,6,455.88
216,439,10003497,20221229,3,55.95
216,439,10004232,20221229,2,9.64
216,451,10002001,20211228,5,24.9
216,456,10000080,20201224,2,5.96
216,456,10004563,20201224,3,5.94
216,456,10004857,20201224,1,332.95
216,508,10001382,20241226,1,9.99
216,508,10001489,20241226,2,295.66
216,508,10004013,20241226,2,81.94
216,508,10004590,20241226,6,35.64
216,590,10000377,20241230,3,461.97
216,590,10001361,20241230,6,1133.94
216,590,10002547,20241230,3,19.44
216,590,10004583,20241230,4,111.96
216,590,10004877,20241230,7,636.86
216,615,10002590,20241228,1,2.58
216,615,10003093,20241228,3,15.84
216,615,10004020,20241228,3,19.44
216,630,10003129,20221226,2,12.96
217,53,10000588,20220430,7,265.37
217,54,10001583,20230118,7,26.25
217,67,10000206,20230123,1,91.99
217,67,10000668,20230123,7,1077.93
217,67,10000953,20230123,2,12.46
217,67,10002674,20230123,2,9.96
217,67,10003439,20230123,5,31.5
217,99,10000266,20230615,4,18.2
217,151,10002563,20220830,4,283.92
217,178,10000614,20220110,7,131.88
217,178,10002167,20220110,6,2105.88
217,178,10002531,20220110,5,10.75
217,201,10000106,20230218,5,20.65
217,201,10001042,20230218,4,39.96
217,201,10001437,20230218,3,998.85
217,201,10002345,20230218,2,14.62
217,201,10004163,20230218,1,45.98
217,320,10000962,20241003,5,184.9
217,320,10001406,20241003,6,38.88
217,320,10002232,20241003,5,30.4
217,320,10004057,20241003,3,146.73
217,422,10001467,20221222,1,79.99
217,422,10003549,20221222,3,19.44
217,424,10000388,20231106,6,35.88
217,424,10002401,20231106,1,4.98
217,424,10002809,20231106,1,19.84
217,458,10000023,20240418,3,152.94
217,458,10001041,20240418,4,71.92
217,458,10001332,20240418,1,3.65
217,458,10003811,20240418,4,8.76
217,502,10000290,20220316,3,34.44
217,502,10000717,20220316,4,36.56
217,502,10001328,20211012,5,24.9
217,502,10003073,20211012,1,9.6
217,522,10002868,20220312,1,70.98
217,593,10001962,20230507,6,1652.22
217,593,10004555,20230507,3,776.85
217,620,10000511,20230204,7,111.86
217,620,10000933,20230204,6,17.28
217,620,10003240,20230204,3,182.94
217,620,10003684,20230204,1,12.53
217,620,10004682,20230204,3,15.84
218,39,10001942,20210823,6,29.64
218,39,10002164,20210823,5,23.55
218,39,10002214,20210823,2,11.56
218,39,10003902,20210823,6,755.94
218,117,10000335,20230620,6,59.94
218,117,10000516,20230620,2,6.72
218,117,10000802,20230620,4,495.96
218,117,10002341,20230620,6,1325.88
218,117,10004666,20230620,7,483.0
218,152,10000509,20220509,2,21.88
218,198,10000554,20230410,1,21.98
218,218,10001181,20220819,6,828.84
218,218,10003089,20220819,7,944.93
218,218,10003845,20220819,6,212.64
218,218,10004165,20220819,3,137.97
218,218,10004674,20220819,6,98.88
218,247,10000190,20241226,7,14.28
218,247,10004736,20241226,1,1.34
218,247,10004867,20241226,4,1999.96
218,271,10000815,20240728,4,271.96
218,291,10000549,20231128,1,5.94
218,291,10001293,20231128,4,25.92
218,291,10003558,20231128,6,38.88
218,291,10004602,20231128,2,37.68
218,291,10004908,20231128,3,19.44
218,328,10000321,20240509,3,842.94
218,328,10000614,20240509,1,18.84
218,328,10000809,20240509,2,13.96
218,328,10001602,20240509,5,244.55
218,328,10004403,20240509,6,5.94
218,384,10001327,20210513,1,4.13
218,384,10003117,20210513,6,10.56
218,384,10004269,20210513,7,2296.98
218,410,10003330,20210225,3,149.97
218,410,10003425,20210225,2,10.56
218,410,10004254,20210225,4,243.56
218,410,10004674,20210225,7,115.36
218,410,10004913,20210225,5,188.7
218,411,10000061,20240710,4,27.96
218,411,10001366,20240710,4,119.96
218,411,10003251,20240710,5,91.6
218,411,10003534,20240710,6,56.94
218,411,10004083,20240710,2,5.2
218,423,10002150,20230216,7,6.93
218,423,10003717,20230216,5,24.9
218,423,10004646,20230216,6,49.68
218,423,10004758,20230216,1,7.98
218,464,10000357,20211130,1,260.98
218,464,10000896,20211130,1,291.73
218,464,10004126,20211130,1,12.28
218,483,10000115,20240311,2,525.02
218,483,10000313,20240311,1,90.0
218,483,10001004,20240311,5,15.75
218,483,10003925,20240311,3,162.3
218,510,10001035,20240606,7,428.68
218,510,10001051,20240606,3,31.32
218,510,10002025,20240606,3,179.28
218,510,10003439,20240606,5,31.5
218,556,10001640,20220411,6,563.94
218,556,10001833,20220411,3,749.97
219,47,10002037,20210619,4,70.68
219,47,10004060,20210619,7,559.93
219,70,10000933,20210320,1,2.88
219,70,10004395,20210320,7,601.86
219,70,10004801,20210320,2,5.88
219,73,10003787,20211207,7,944.93
219,73,10004428,20211207,1,9.14
219,102,10002709,20230824,6,832.5
219,102,10004626,20230824,3,449.97
219,179,10001757,20230321,5,22.85
219,179,10003646,20230321,7,21.56
219,179,10004029,20230321,5,24.9
219,179,10004198,20230321,4,1599.96
219,179,10004432,20230321,3,35.1
219,358,10002805,20210509,1,19.35
219,395,10003046,20220812,7,34.23
219,395,10003201,20220812,3,731.94
219,401,10002019,20230523,1,3.15
219,401,10003622,20230523,5,177.55
219,408,10000145,20230911,1,49.99
219,408,10001416,20230911,6,403.68
219,408,10003552,20230911,7,34.86
219,450,10001593,20210219,3,1262.94
219,450,10003035,20210219,7,1441.93
220,49,10000331,20241021,2,581.96
220,101,10000638,20220809,3,13.44
220,101,10001309,20220809,3,40.05
220,101,10001580,20220809,7,68.46
220,101,10003803,20220809,6,54.66
220,101,10004714,20220809,1,159.31
220,129,10000187,20210728,6,71.76
220,129,10001698,20210728,3,119.97
220,129,10002123,20210728,2,251.98
220,129,10002979,20210728,7,111.86
220,129,10004854,20210728,3,7.56
220,143,10002445,20220208,3,13.11
220,154,10001979,20220330,6,94.02
220,154,10002415,20220330,3,43.44
220,154,10003430,20220330,3,43.77
220,154,10003575,20220330,1,59.37
220,154,10004645,20220330,4,29.4
220,202,10000827,20231222,1,12.99
220,202,10000962,20231222,2,73.96
220,202,10002218,20231222,7,29.96
220,202,10004473,20231222,1,26.48
220,202,10004931,20231222,3,16.74
220,205,10002335,20210816,5,277.4
220,205,10003729,20210816,1,22.84
220,205,10004262,20210816,3,416.97
220,278,10004924,20230429,3,65.94
220,288,10001286,20241016,5,871.45
220,377,10000203,20240213,1,65.99
220,377,10000949,20240213,6,33.48
220,377,10001601,20240213,2,18.96
220,377,10002454,20240213,1,58.1
220,539,10000199,20240314,4,662.84
220,542,10000589,20210126,5,146.7
220,542,10000784,20210126,7,45.36
220,542,10003830,20210126,1,5.77
220,542,10003920,20210126,3,4082.97
220,588,10001966,20210929,2,455.1
220,588,10002922,20210929,3,380.97
221,10,10001136,20240327,7,146.79
221,10,10001349,20240327,1,16.91
221,10,10004614,20240327,4,59.96
221,86,10004504,20230711,4,717.16
221,99,10002404,20210929,6,48.12
221,103,10000670,20240729,1,4.98
221,103,10000938,20240729,7,83.79
221,103,10001282,20240729,7,1056.86
221,103,10003657,20240729,7,499.59
221,176,10001730,20230420,3,795.51
221,235,10003059,20220613,7,41.86
221,272,10000642,20240720,4,23.92
221,331,10003480,20220921,7,213.08
221,356,10001356,20211229,5,99.2
221,356,10001707,20211229,2,99.98
221,356,10001929,20211229,2,599.1
221,356,10002072,20211229,4,399.96
221,420,10000402,20210118,2,23.98
221,420,10001074,20210118,1,140.85
221,483,10001451,20210319,5,15.4
221,515,10001454,20240611,6,14.82
221,515,10002839,20240611,4,32.16
221,515,10003152,20240611,2,5.56
221,515,10004441,20240611,6,219.3
221,586,10002535,20220628,4,22.96
221,586,10002827,20220628,3,45.75
222,14,10000183,20210125,3,66.3
222,14,10001349,20210125,1,16.91
222,14,10001952,20210125,7,146.86
222,14,10004212,20210125,4,11.52
222,14,10004500,20210125,3,452.94
222,15,10000425,20231017,2,24.44
222,131,10001030,20231027,5,54.75
222,131,10001901,20231027,6,264.06
222,275,10001277,20220717,6,40.5
222,275,10001853,20220717,1,446.49
222,275,10002905,20220717,7,45.78
222,275,10003261,20220717,4,8.4
222,275,10003503,20220717,5,29.95
222,370,10000854,20220426,3,100.86
222,370,10000856,20220426,3,11.43
222,488,10001073,20240816,4,1483.92
222,488,10001263,20240816,4,29.08
222,488,10001418,20240816,7,384.72
222,488,10003368,20240816,1,6.48
222,488,10004597,20240816,1,4.73
222,509,10000213,20231119,1,125.99
222,509,10001737,20231119,7,706.86
222,509,10004646,20231119,5,41.4
222,509,10004691,20231119,7,671.65
222,576,10002251,20230113,1,419.99
223,87,10001057,20240529,5,9.4
223,87,10002437,20240529,4,3.96
223,87,10002645,20240529,4,112.12
223,93,10000305,20220516,6,15.66
223,93,10000322,20220516,3,37.59
223,93,10001491,20220516,7,29.96
223,93,10002225,20220516,6,37.68
223,93,10004136,20220516,1,21.98
223,267,10000983,20210122,7,1245.86
223,267,10001817,20210122,6,175.74
223,267,10002463,20210122,4,112.6
223,267,10002583,20210122,4,135.76
223,340,10001504,20241113,7,61.11
223,340,10003924,20241113,6,37.68
223,340,10004519,20241113,5,775.3
223,419,10001198,20241125,3,79.14
223,419,10002338,20241125,3,242.94
223,478,10000019,20221217,2,177.9
223,478,10001934,20221217,3,11.34
223,478,10003013,20221217,5,12.35
223,511,10000136,20211014,1,10.98
223,511,10001859,20211014,7,706.86
223,511,10002381,20211014,5,39.6
223,511,10002495,20211014,3,17.94
223,511,10002775,20211014,5,979.95
223,563,10000505,20210917,6,1709.88
223,563,10002250,20210917,7,34.65
224,71,10001791,20240619,7,216.86
224,71,10002985,20240619,4,559.96
224,123,10000588,20220828,1,37.91
224,123,10000744,20220828,7,125.93
224,123,10003910,20220828,4,60.04
224,188,10002138,20231216,2,11.96
224,188,10003092,20231216,2,11.48
224,188,10004526,20231216,4,18.16
224,283,10000719,20240930,4,80.6
224,283,10001047,20240930,1,7.98
224,283,10004502,20240930,7,45.36
224,303,10003275,20230422,6,725.88
224,303,10003362,20230422,3,19.44
224,410,10001774,20240217,5,25.9
224,578,10001614,20220923,2,61.96
224,578,10001738,20220923,7,69.3
224,578,10003934,20220923,2,77.56
224,578,10004195,20220923,5,9.9
224,615,10000057,20241124,2,141.96
224,615,10003308,20241124,3,3482.85
224,615,10003559,20241124,2,81.98
225,26,10001084,20220121,4,111.0
225,26,10002816,20220121,1,26.48
225,118,10000107,20240523,2,169.98
225,118,10000332,20240523,4,4.96
225,118,10000640,20240523,3,206.31
225,118,10003365,20240523,4,359.96
225,129,10001296,20230721,3,12.54
225,129,10001335,20230721,1,3.49
225,129,10004351,20230721,6,5285.88
225,129,10004930,20230721,4,83.88
225,147,10001207,20241124,3,377.97
225,147,10003739,20241124,5,244.6
225,147,10003894,20241124,1,2.15
225,234,10000069,20230630,5,28.85
225,234,10000097,20230630,3,34.62
225,234,10002262,20230630,4,153.92
225,234,10003714,20230630,5,399.95
225,234,10004417,20230630,3,62.82
225,310,10000669,20241230,2,199.98
225,310,10003461,20241230,6,1235.94
225,310,10004399,20241230,3,38.97
225,310,10004724,20241230,1,5.78
225,391,10000303,20231124,7,2042.11
225,391,10001675,20231124,6,65.88
225,391,10004479,20231124,2,27.46
225,398,10003853,20230218,7,1352.19
225,398,10003860,20230218,4,60.88
225,459,10001826,20231120,6,541.44
225,459,10003174,20231120,1,2.74
225,473,10002694,20220425,5,32.4
225,566,10000366,20231026,4,39.72
225,575,10000075,20210618,3,24.27
225,575,10000293,20210618,5,94.85
225,575,10001987,20210618,7,573.93
225,575,10003375,20210618,3,25.17
225,575,10004312,20210618,5,28.9
226,69,10000981,20240119,7,958.93
226,69,10003144,20240119,7,18.48
226,106,10001654,20210419,2,292.68
226,106,10004428,20210419,5,45.7
226,148,10002116,20220317,1,14.56
226,148,10003138,20220317,6,93.06
226,148,10004739,20220317,6,17.64
226,256,10003601,20231022,1,6.9
226,256,10003613,20231022,3,201.84
226,260,10002448,20230726,5,181.2
226,260,10003094,20230726,2,12.16
226,260,10004402,20230726,5,62.65
226,290,10000397,20220329,7,391.86
226,387,10003287,20221118,5,654.9
226,387,10003500,20221118,6,533.04
226,534,10002750,20230530,5,14.75
226,534,10002928,20230530,2,6.28
226,534,10003826,20230530,7,21.56
226,534,10004142,20230530,4,151.68
227,25,10002241,20240222,2,70.88
227,25,10004389,20240222,1,40.98
227,195,10000632,20220627,7,139.86
227,195,10001352,20220627,3,9.24
227,195,10002174,20220627,2,10.56
227,195,10003267,20220627,3,962.94
227,195,10003346,20220627,4,107.84
227,272,10004489,20211228,2,69.98
227,325,10003435,20230326,3,40.44
227,325,10003571,20230326,2,68.62
227,325,10004548,20230326,12,81.72
227,434,10001590,20240821,3,914.97
227,434,10001717,20240821,6,37.44
227,434,10001748,20240821,3,81.18
227,434,10004203,20240821,7,2062.34
227,525,10000341,20210519,3,36.84
227,525,10002425,20210519,2,109.9
227,569,10001926,20240520,1,262.11
227,569,10002603,20240520,5,9.75
227,569,10004179,20240520,1,9.14
227,569,10004432,20240520,6,70.2
227,569,10004562,20240520,7,18.69
227,596,10004029,20230427,3,14.94
227,600,10002799,20240627,7,130.55
227,629,10002554,20230428,7,1270.22
227,629,10002868,20230428,4,283.92
227,629,10003342,20230428,3,18.24
228,30,10000527,20220527,1,34.76
228,30,10001462,20220527,2,361.96
228,30,10001677,20220527,6,1070.82
228,30,10003534,20220527,3,28.47
228,42,10000774,20220929,6,348.84
228,42,10003974,20220929,2,399.98
228,163,10000030,20210730,5,10.2
228,163,10001669,20210730,7,1457.12
228,163,10003915,20210730,7,146.86
228,163,10004565,20210730,2,60.8
228,229,10000110,20231127,7,31.78
228,229,10001042,20231127,1,9.99
228,229,10001438,20231127,3,56.91
