,sales_id,customer_id,order_date,ship_date,ship_mode,ship_to,total
1211,4224,141,2021-11-10,2021-11-13,Second Class,153,132.48
1212,5314,111,2021-11-10,2021-11-10,Same Day,48,467.14
1213,6261,320,2021-11-11,2021-11-13,First Class,179,141.1
1214,3677,375,2021-11-11,2021-11-12,First Class,210,1476.07
1215,7007,188,2021-11-11,2021-11-18,Standard Class,464,130.4
1216,2733,195,2021-11-12,2021-11-16,Second Class,114,9710.45
1217,8427,176,2021-11-12,2021-11-12,Same Day,357,1475.84
1218,9667,45,2021-11-12,2021-11-14,First Class,323,784.51
1219,9112,146,2021-11-12,2021-11-12,Same Day,104,331.42
1220,692,41,2021-11-12,2021-11-16,Second Class,432,558.09
1221,3775,66,2021-11-13,2021-11-13,Same Day,246,24.9
1222,2916,106,2021-11-13,2021-11-17,Second Class,583,90.36
1223,4041,190,2021-11-13,2021-11-19,Standard Class,14,583.99
1224,4112,374,2021-11-13,2021-11-19,Standard Class,624,1956.08
1225,1818,190,2021-11-13,2021-11-13,Same Day,417,283.88
1226,9810,126,2021-11-14,2021-11-18,Second Class,468,673.91
1227,3415,144,2021-11-14,2021-11-16,First Class,297,912.13
1228,5886,67,2021-11-14,2021-11-14,Same Day,117,314.76
1229,5481,362,2021-11-14,2021-11-14,Same Day,284,1241.67
1230,1358,373,2021-11-15,2021-11-19,Second Class,14,299.96
1231,4052,298,2021-11-15,2021-11-15,Same Day,140,124.86
1232,6419,360,2021-11-15,2021-11-19,Second Class,87,9.99
1233,3595,298,2021-11-15,2021-11-15,Same Day,174,1169.69
1234,7344,310,2021-11-16,2021-11-20,Second Class,355,615.11
1235,2253,357,2021-11-16,2021-11-16,Same Day,406,9.84
1236,3572,45,2021-11-16,2021-11-19,Second Class,131,3141.26
1237,1462,357,2021-11-17,2021-11-18,First Class,251,1474.93
1238,5343,297,2021-11-17,2021-11-22,Standard Class,628,622.29
1239,9141,61,2021-11-17,2021-11-17,Same Day,600,6.16
1240,8981,173,2021-11-17,2021-11-17,Same Day,81,4743.61
1241,7559,313,2021-11-17,2021-11-18,First Class,578,3552.61
1242,6033,157,2021-11-17,2021-11-20,Second Class,606,99.41
1243,2689,264,2021-11-17,2021-11-17,Same Day,143,231.92
1244,1394,346,2021-11-18,2021-11-21,Second Class,124,138.72
1245,4685,281,2021-11-18,2021-11-18,Same Day,474,830.62
1246,5084,304,2021-11-18,2021-11-21,Second Class,502,144.56
1247,8830,357,2021-11-18,2021-11-19,First Class,606,309.84
1248,5618,378,2021-11-18,2021-11-18,Same Day,252,230.44
1249,1742,377,2021-11-18,2021-11-19,First Class,439,73.85
1250,6130,347,2021-11-18,2021-11-21,Second Class,149,1898.84
1251,7874,192,2021-11-19,2021-11-19,Same Day,149,15.92
1252,2647,171,2021-11-19,2021-11-20,First Class,559,975.23
1253,439,175,2021-11-19,2021-11-19,Same Day,59,936.64
1254,4386,365,2021-11-19,2021-11-21,First Class,421,290.11
1255,4792,155,2021-11-20,2021-11-23,Second Class,258,1826.35
1256,1709,360,2021-11-20,2021-11-20,Same Day,103,378.34
1257,1165,316,2021-11-20,2021-11-24,Second Class,380,738.05
1258,3928,83,2021-11-20,2021-11-22,First Class,452,10427.9
1259,1170,382,2021-11-20,2021-11-21,First Class,131,75.88
1260,9858,117,2021-11-20,2021-11-23,Second Class,591,99.68
1261,4120,348,2021-11-21,2021-11-25,Second Class,366,994.43
1262,4947,375,2021-11-21,2021-11-22,First Class,494,3422.79
1263,3822,163,2021-11-21,2021-11-23,First Class,195,411.98
1264,1937,107,2021-11-21,2021-11-22,First Class,55,1099.51
1265,2385,304,2021-11-21,2021-11-21,Same Day,72,345.65
1266,259,310,2021-11-21,2021-11-27,Standard Class,540,4596.19
1267,6457,196,2021-11-21,2021-11-22,First Class,37,85.87
1268,6737,356,2021-11-21,2021-11-26,Standard Class,502,1011.15
1269,2192,339,2021-11-21,2021-11-21,Same Day,500,138.73
1270,6492,10,2021-11-21,2021-11-21,Same Day,409,2087.0
1271,3912,374,2021-11-21,2021-11-26,Standard Class,26,805.34
1272,153,369,2021-11-21,2021-11-25,Second Class,119,484.71
1273,3174,313,2021-11-22,2021-11-27,Standard Class,470,932.11
1274,8264,322,2021-11-22,2021-11-25,Second Class,582,3049.95
1275,1641,248,2021-11-22,2021-11-26,Second Class,119,449.72
1276,8916,187,2021-11-22,2021-11-24,First Class,186,80.36
1277,4091,379,2021-11-22,2021-11-27,Standard Class,352,41.86
1278,3023,249,2021-11-23,2021-11-28,Standard Class,160,281.17
1279,3141,383,2021-11-23,2021-11-27,Second Class,98,1005.2
1280,2815,197,2021-11-23,2021-11-24,First Class,199,31.76
1281,4652,381,2021-11-23,2021-11-23,Same Day,448,2755.24
1282,6757,343,2021-11-23,2021-11-23,Same Day,619,1011.87
1283,4497,383,2021-11-23,2021-11-29,Standard Class,257,1210.5
1284,5736,189,2021-11-23,2021-11-25,First Class,262,1465.69
1285,8872,293,2021-11-23,2021-11-23,Same Day,130,326.85
1286,8692,50,2021-11-23,2021-11-26,Second Class,365,141.96
1287,1134,370,2021-11-23,2021-11-29,Standard Class,566,220.73
1288,5250,81,2021-11-24,2021-11-25,First Class,26,135.59
1289,2082,150,2021-11-24,2021-12-01,Standard Class,21,432.78
1290,7300,99,2021-11-24,2021-11-24,Same Day,624,178.76
1291,3159,187,2021-11-24,2021-12-01,Standard Class,216,283.76
1292,5215,360,2021-11-24,2021-11-28,Second Class,559,134.86
1293,2907,151,2021-11-24,2021-11-26,First Class,364,2325.27
1294,3721,29,2021-11-24,2021-12-01,Standard Class,217,1099.95
1295,9922,343,2021-11-24,2021-11-24,Same Day,96,48.09
1296,2607,310,2021-11-24,2021-11-29,Standard Class,346,14.62
1297,1208,379,2021-11-24,2021-11-27,Second Class,410,507.58
1298,8285,104,2021-11-24,2021-11-29,Standard Class,264,1833.62
1299,4227,382,2021-11-24,2021-11-29,Standard Class,492,286.02
1300,3309,381,2021-11-24,2021-11-24,Same Day,299,193.2
1301,2737,71,2021-11-24,2021-11-27,Second Class,619,2038.72
1302,8493,176,2021-11-24,2021-11-26,First Class,179,1259.97
1303,1005,294,2021-11-24,2021-11-25,First Class,549,33.8
1304,98,92,2021-11-25,2021-11-29,Second Class,610,20.65
1305,2441,79,2021-11-25,2021-11-29,Second Class,162,863.66
1306,4289,185,2021-11-25,2021-12-02,Standard Class,141,156.72
1307,9805,187,2021-11-25,2021-11-28,Second Class,27,142.37
1308,629,230,2021-11-25,2021-11-29,Second Class,611,614.82
1309,3105,306,2021-11-25,2021-11-25,Same Day,145,8915.71
1310,2840,296,2021-11-25,2021-11-25,Same Day,181,59.04
1311,6998,75,2021-11-25,2021-11-30,Standard Class,333,44.45
1312,6078,167,2021-11-25,2021-11-28,Second Class,619,497.68
1313,38,351,2021-11-25,2021-11-25,Same Day,617,396.68
1314,1536,166,2021-11-25,2021-12-02,Standard Class,290,721.71
1315,506,376,2021-11-25,2021-11-30,Standard Class,600,1015.91
1316,6291,328,2021-11-25,2021-11-26,First Class,326,248.08
1317,2993,200,2021-11-26,2021-11-26,Same Day,259,280.08
1318,8878,179,2021-11-26,2021-11-26,Same Day,189,108.61
1319,6404,309,2021-11-26,2021-11-26,Same Day,484,113.92
1320,7934,37,2021-11-26,2021-11-27,First Class,180,2094.0
1321,7572,244,2021-11-26,2021-12-03,Standard Class,56,4425.65
1322,8688,384,2021-11-26,2021-11-26,Same Day,614,23.72
1323,8497,361,2021-11-26,2021-11-26,Same Day,501,48.81
1324,5664,192,2021-11-26,2021-11-28,First Class,156,1758.61
1325,1999,324,2021-11-26,2021-11-27,First Class,474,1616.01
1326,5647,258,2021-11-26,2021-11-29,Second Class,277,327.44
1327,4141,166,2021-11-26,2021-11-26,Same Day,356,30.08
1328,2614,356,2021-11-26,2021-11-26,Same Day,87,348.06
1329,5641,151,2021-11-26,2021-12-02,Standard Class,540,1052.31
1330,7363,181,2021-11-26,2021-11-26,Same Day,79,1446.86
1331,7474,186,2021-11-27,2021-12-01,Second Class,304,1048.65
1332,4762,186,2021-11-27,2021-11-27,Same Day,611,421.51
1333,7315,372,2021-11-27,2021-11-28,First Class,364,1730.78
1334,4788,354,2021-11-27,2021-11-30,Second Class,330,1392.46
1335,8370,361,2021-11-27,2021-11-27,Same Day,47,2625.4
1336,5311,9,2021-11-27,2021-12-01,Second Class,229,43.82
1337,7745,382,2021-11-27,2021-12-04,Standard Class,440,137.04
1338,2580,383,2021-11-27,2021-11-30,Second Class,316,233.52
1339,7729,381,2021-11-27,2021-11-27,Same Day,440,226.91
1340,7272,76,2021-11-28,2021-12-03,Standard Class,210,180.98
1341,9230,175,2021-11-28,2021-12-01,Second Class,544,290.93
1342,3272,169,2021-11-28,2021-11-29,First Class,458,116.58
1343,9965,152,2021-11-28,2021-12-04,Standard Class,552,1136.96
1344,5577,378,2021-11-28,2021-11-28,Same Day,118,135.97
1345,1995,116,2021-11-28,2021-12-04,Standard Class,300,232.56
1346,1582,368,2021-11-28,2021-12-03,Standard Class,632,4484.25
1347,3703,273,2021-11-28,2021-12-05,Standard Class,528,3064.07
1348,5572,377,2021-11-28,2021-12-02,Second Class,177,1695.01
1349,6908,378,2021-11-29,2021-12-04,Standard Class,221,412.86
1350,2616,339,2021-11-29,2021-12-05,Standard Class,330,588.46
1351,1289,192,2021-11-29,2021-12-03,Second Class,478,26.37
1352,8839,318,2021-11-29,2021-11-29,Same Day,340,641.4
1353,8656,154,2021-11-29,2021-12-05,Standard Class,500,384.6
1354,7652,161,2021-11-29,2021-12-06,Standard Class,24,2427.15
1355,3583,378,2021-11-29,2021-12-01,First Class,493,589.25
1356,8805,374,2021-11-29,2021-11-29,Same Day,580,856.33
1357,7437,169,2021-11-29,2021-12-01,First Class,277,796.94
1358,8229,253,2021-11-29,2021-12-02,Second Class,168,923.09
1359,6597,266,2021-11-29,2021-12-01,First Class,51,15.4
1360,3944,196,2021-11-29,2021-12-01,First Class,40,21079.67
1361,1743,366,2021-11-29,2021-12-02,Second Class,490,215.03
1362,8316,101,2021-11-30,2021-12-02,First Class,615,364.58
1363,3137,56,2021-11-30,2021-12-01,First Class,175,523.8
1364,6731,358,2021-11-30,2021-12-07,Standard Class,249,141.72
1365,4147,167,2021-11-30,2021-12-01,First Class,274,623.96
1366,2782,360,2021-11-30,2021-12-04,Second Class,104,71.0
1367,4328,381,2021-11-30,2021-12-02,First Class,335,815.61
1368,1239,154,2021-11-30,2021-12-02,First Class,454,1170.91
1369,4674,200,2021-11-30,2021-11-30,Same Day,197,1331.68
1370,8997,197,2021-11-30,2021-12-04,Second Class,462,466.13
1371,1361,166,2021-11-30,2021-11-30,Same Day,480,2693.06
1372,7484,325,2021-11-30,2021-12-03,Second Class,427,49.43
1373,1680,218,2021-11-30,2021-12-03,Second Class,464,564.99
1374,7824,346,2021-11-30,2021-12-01,First Class,552,418.1
1375,2628,355,2021-11-30,2021-12-03,Second Class,92,462.86
1376,7094,197,2021-11-30,2021-12-07,Standard Class,618,65.99
1377,4213,34,2021-11-30,2021-12-04,Second Class,442,1921.17
1378,6579,150,2021-11-30,2021-11-30,Same Day,519,335.42
1379,7169,296,2021-12-04,2021-12-11,Standard Class,382,225.18
1380,9986,134,2021-12-04,2021-12-08,Second Class,39,202.64
1381,8876,388,2021-12-04,2021-12-10,Standard Class,623,6.3
1382,6974,17,2021-12-04,2021-12-08,Second Class,347,2162.51
1383,464,189,2021-12-05,2021-12-10,Standard Class,431,100.34
1384,1306,188,2021-12-05,2021-12-05,Same Day,385,256.48
1385,3131,321,2021-12-06,2021-12-09,Second Class,408,773.32
1386,3673,18,2021-12-06,2021-12-13,Standard Class,569,63.15
1387,1764,355,2021-12-06,2021-12-10,Second Class,543,1631.7
1388,1866,104,2021-12-07,2021-12-13,Standard Class,171,323.88
1389,5534,189,2021-12-07,2021-12-14,Standard Class,68,1076.25
1390,6120,121,2021-12-07,2021-12-09,First Class,200,495.96
1391,8972,320,2021-12-07,2021-12-10,Second Class,111,635.32
1392,9370,141,2021-12-07,2021-12-10,Second Class,604,14438.13
1393,1855,139,2021-12-07,2021-12-12,Standard Class,57,79.7
1394,4812,219,2021-12-07,2021-12-10,Second Class,73,954.07
1395,1448,386,2021-12-08,2021-12-11,Second Class,314,899.29
1396,3069,187,2021-12-08,2021-12-08,Same Day,543,719.66
1397,4003,263,2021-12-08,2021-12-11,Second Class,111,354.81
1398,2529,204,2021-12-10,2021-12-16,Standard Class,252,507.89
1399,6441,335,2021-12-10,2021-12-10,Same Day,207,75.63
1400,9232,135,2021-12-11,2021-12-13,First Class,397,144.07
1401,5672,236,2021-12-11,2021-12-11,Same Day,278,110.72
1402,2655,338,2021-12-11,2021-12-15,Second Class,38,133.89
1403,9552,145,2021-12-11,2021-12-12,First Class,417,1386.5
1404,9658,268,2021-12-11,2021-12-14,Second Class,130,6.48
1405,6333,355,2021-12-11,2021-12-14,Second Class,95,209.84
1406,986,115,2021-12-12,2021-12-13,First Class,377,377.14
1407,2214,378,2021-12-12,2021-12-13,First Class,546,1095.4
1408,6606,287,2021-12-12,2021-12-12,Same Day,514,853.14
1409,3816,390,2021-12-12,2021-12-12,Same Day,398,1934.49
1410,5840,177,2021-12-13,2021-12-16,Second Class,207,73.54
1411,5388,66,2021-12-13,2021-12-17,Second Class,530,823.28
1412,1860,286,2021-12-13,2021-12-19,Standard Class,390,1114.19
1413,6550,115,2021-12-13,2021-12-15,First Class,303,823.08
1414,800,313,2021-12-14,2021-12-19,Standard Class,509,14.78
1415,4476,196,2021-12-14,2021-12-19,Standard Class,57,44.04
1416,9214,388,2021-12-14,2021-12-16,First Class,40,1315.92
1417,1917,207,2021-12-15,2021-12-19,Second Class,604,1181.24
1418,7513,391,2021-12-15,2021-12-21,Standard Class,323,3048.3
1419,2217,87,2021-12-15,2021-12-16,First Class,471,304.5
1420,323,378,2021-12-15,2021-12-15,Same Day,478,265.51
1421,2285,69,2021-12-15,2021-12-22,Standard Class,289,410.15
1422,2028,356,2021-12-15,2021-12-15,Same Day,614,2979.9
1423,6874,378,2021-12-15,2021-12-15,Same Day,363,156.21
1424,3744,40,2021-12-15,2021-12-19,Second Class,456,563.49
1425,1572,315,2021-12-15,2021-12-19,Second Class,207,121.18
1426,3850,127,2021-12-15,2021-12-15,Same Day,356,975.14
1427,8548,163,2021-12-16,2021-12-20,Second Class,146,1660.15
1428,5475,153,2021-12-16,2021-12-21,Standard Class,570,3530.73
1429,1340,342,2021-12-16,2021-12-18,First Class,413,69.59
1430,5850,209,2021-12-16,2021-12-17,First Class,129,5946.17
1431,2612,386,2021-12-16,2021-12-21,Standard Class,614,35.66
1432,1483,389,2021-12-16,2021-12-23,Standard Class,276,571.85
1433,7642,202,2021-12-16,2021-12-16,Same Day,52,283.92
1434,9278,313,2021-12-16,2021-12-23,Standard Class,289,230.74
1435,5463,342,2021-12-16,2021-12-23,Standard Class,141,193.34
1436,4728,144,2021-12-17,2021-12-20,Second Class,195,334.71
1437,7327,281,2021-12-17,2021-12-21,Second Class,160,196.41
1438,4462,264,2021-12-17,2021-12-23,Standard Class,14,2073.77
1439,131,262,2021-12-17,2021-12-17,Same Day,274,746.02
1440,4935,374,2021-12-18,2021-12-19,First Class,488,14.76
1441,520,304,2021-12-18,2021-12-24,Standard Class,459,123.12
1442,1578,176,2021-12-18,2021-12-18,Same Day,405,106.09
1443,5267,279,2021-12-18,2021-12-19,First Class,629,130.25
1444,7834,385,2021-12-18,2021-12-18,Same Day,605,2782.68
1445,7970,68,2021-12-19,2021-12-22,Second Class,147,1563.33
1446,9794,389,2021-12-19,2021-12-23,Second Class,515,271.2
1447,910,207,2021-12-19,2021-12-22,Second Class,438,35.03
1448,1452,311,2021-12-19,2021-12-19,Same Day,168,3.18
1449,9870,375,2021-12-19,2021-12-24,Standard Class,466,301.96
1450,3448,373,2021-12-19,2021-12-25,Standard Class,245,1929.64
1451,5936,357,2021-12-19,2021-12-21,First Class,591,707.42
1452,2631,52,2021-12-19,2021-12-24,Standard Class,542,2907.97
1453,7208,93,2021-12-19,2021-12-22,Second Class,160,571.14
1454,7916,329,2021-12-19,2021-12-19,Same Day,354,7.4
1455,7869,365,2021-12-19,2021-12-23,Second Class,336,955.94
1456,1238,330,2021-12-20,2021-12-27,Standard Class,228,243.98
1457,6897,359,2021-12-20,2021-12-20,Same Day,599,915.08
1458,1814,391,2021-12-20,2021-12-25,Standard Class,118,957.11
1459,3748,378,2021-12-20,2021-12-22,First Class,256,685.47
1460,409,212,2021-12-20,2021-12-23,Second Class,371,21128.8
1461,1074,155,2021-12-20,2021-12-24,Second Class,1,940.05
1462,7553,394,2021-12-20,2021-12-27,Standard Class,387,4353.87
1463,5264,375,2021-12-20,2021-12-20,Same Day,251,34.86
1464,7065,244,2021-12-20,2021-12-26,Standard Class,145,153.19
1465,6518,152,2021-12-20,2021-12-24,Second Class,556,177.89
1466,5742,146,2021-12-20,2021-12-24,Second Class,79,154.9
1467,989,148,2021-12-20,2021-12-26,Standard Class,153,62.32
1468,5564,211,2021-12-20,2021-12-24,Second Class,53,938.45
1469,5794,361,2021-12-20,2021-12-24,Second Class,437,1922.59
1470,1283,92,2021-12-21,2021-12-21,Same Day,303,355.2
1471,7611,159,2021-12-21,2021-12-22,First Class,55,110.73
1472,3435,358,2021-12-21,2021-12-23,First Class,333,15.62
1473,7216,376,2021-12-21,2021-12-24,Second Class,621,1286.81
1474,6288,366,2021-12-21,2021-12-23,First Class,18,1902.72
1475,1505,357,2021-12-21,2021-12-24,Second Class,99,186.2
1476,6796,184,2021-12-21,2021-12-21,Same Day,627,1739.75
1477,1733,172,2021-12-21,2021-12-28,Standard Class,473,1237.92
1478,2154,256,2021-12-21,2021-12-26,Standard Class,2,212.34
1479,8742,382,2021-12-21,2021-12-28,Standard Class,4,17.24
1480,8668,276,2021-12-21,2021-12-21,Same Day,386,244.7
1481,9212,146,2021-12-21,2021-12-23,First Class,346,283.88
1482,2119,380,2021-12-21,2021-12-25,Second Class,607,3018.75
1483,6067,377,2021-12-21,2021-12-24,Second Class,599,179.97
1484,4521,386,2021-12-21,2021-12-22,First Class,359,1114.0
1485,2745,368,2021-12-21,2021-12-27,Standard Class,337,36.96
1486,6052,192,2021-12-21,2021-12-23,First Class,213,805.4
1487,3624,378,2021-12-21,2021-12-21,Same Day,331,949.12
1488,6418,393,2021-12-21,2021-12-21,Same Day,482,701.65
1489,6801,52,2021-12-21,2021-12-24,Second Class,289,1719.96
1490,1149,364,2021-12-22,2021-12-22,Same Day,483,690.8
1491,3423,185,2021-12-22,2021-12-22,Same Day,400,4217.5
1492,135,325,2021-12-22,2021-12-25,Second Class,620,123.92
1493,2391,289,2021-12-22,2021-12-22,Same Day,477,1581.44
1494,6805,210,2021-12-22,2021-12-24,First Class,270,224.3
1495,3408,332,2021-12-22,2021-12-22,Same Day,270,528.18
1496,3924,213,2021-12-22,2021-12-22,Same Day,546,834.8
1497,1272,142,2021-12-22,2021-12-22,Same Day,575,479.94
1498,9183,215,2021-12-22,2021-12-22,Same Day,412,2158.46
1499,6604,330,2021-12-22,2021-12-27,Standard Class,478,179.7
1500,5287,208,2021-12-22,2021-12-26,Second Class,310,267.77
1501,85,212,2021-12-22,2021-12-25,Second Class,417,2502.12
1502,5212,134,2021-12-22,2021-12-22,Same Day,142,2391.69
1503,1146,345,2021-12-22,2021-12-24,First Class,454,51.1
1504,762,287,2021-12-22,2021-12-22,Same Day,450,45.0
1505,5646,390,2021-12-23,2021-12-29,Standard Class,566,2595.66
1506,2988,213,2021-12-23,2021-12-23,Same Day,577,193.76
1507,8111,106,2021-12-23,2021-12-30,Standard Class,533,53.71
1508,6245,345,2021-12-23,2021-12-24,First Class,237,345.28
1509,3623,371,2021-12-23,2021-12-30,Standard Class,423,53.92
1510,903,214,2021-12-23,2021-12-23,Same Day,537,38.08
1511,7842,374,2021-12-23,2021-12-27,Second Class,573,396.92
1512,6234,352,2021-12-23,2021-12-27,Second Class,59,293.58
1513,1120,206,2021-12-23,2021-12-27,Second Class,150,2298.47
1514,4243,387,2021-12-23,2021-12-30,Standard Class,311,471.09
1515,7764,209,2021-12-23,2021-12-24,First Class,14,84.95
1516,3303,197,2021-12-23,2021-12-23,Same Day,591,84.24
1517,4490,131,2021-12-23,2021-12-25,First Class,50,200.89
1518,3318,345,2021-12-23,2021-12-28,Standard Class,242,180.93
1519,7452,352,2021-12-23,2021-12-24,First Class,566,565.08
1520,9197,205,2021-12-23,2021-12-26,Second Class,393,79.9
1521,9404,383,2021-12-23,2021-12-30,Standard Class,577,4323.84
1522,2982,383,2021-12-23,2021-12-23,Same Day,609,1521.34
1523,4104,203,2021-12-24,2021-12-28,Second Class,424,218.43
1524,6691,390,2021-12-24,2021-12-24,Same Day,602,119.26
1525,4207,393,2021-12-24,2021-12-25,First Class,30,3147.81
1526,4940,134,2021-12-24,2021-12-24,Same Day,334,772.3
1527,1393,206,2021-12-24,2021-12-24,Same Day,443,148.44
1528,77,375,2021-12-24,2021-12-24,Same Day,486,1424.02
1529,7778,203,2021-12-24,2021-12-24,Same Day,222,221.08
1530,3289,161,2021-12-24,2021-12-25,First Class,340,245.82
1531,5201,395,2021-12-24,2021-12-28,Second Class,407,2652.22
1532,2989,395,2021-12-24,2021-12-27,Second Class,501,621.87
1533,542,400,2021-12-24,2021-12-30,Standard Class,584,296.01
1534,9620,397,2021-12-24,2021-12-30,Standard Class,594,318.28
1535,3646,211,2021-12-24,2021-12-24,Same Day,92,139.78
1536,6588,364,2021-12-24,2021-12-31,Standard Class,410,1413.97
1537,6671,381,2021-12-24,2021-12-26,First Class,424,590.71
1538,9161,53,2021-12-24,2021-12-29,Standard Class,609,10052.53
1539,1751,213,2021-12-24,2021-12-25,First Class,101,302.75
1540,4573,39,2021-12-25,2021-12-26,First Class,235,357.56
1541,6682,364,2021-12-25,2021-12-28,Second Class,522,917.99
1542,7847,377,2021-12-25,2021-12-25,Same Day,448,13804.8
1543,3171,199,2021-12-25,2021-12-26,First Class,615,1045.44
1544,7194,215,2021-12-25,2021-12-29,Second Class,506,104.86
1545,5430,71,2021-12-25,2021-12-27,First Class,95,719.96
1546,2247,41,2021-12-25,2021-12-29,Second Class,199,243.16
1547,1714,278,2021-12-25,2021-12-29,Second Class,22,383.42
1548,6639,398,2021-12-25,2021-12-28,Second Class,83,667.43
1549,7227,206,2021-12-25,2021-12-27,First Class,394,3622.7
1550,1882,400,2021-12-25,2021-12-25,Same Day,6,1600.88
1551,8305,200,2021-12-25,2021-12-30,Standard Class,425,517.46
1552,4972,399,2021-12-25,2021-12-27,First Class,130,662.62
1553,4855,209,2021-12-25,2022-01-01,Standard Class,573,2023.9
1554,4712,137,2021-12-25,2021-12-30,Standard Class,7,541.65
1555,5406,120,2021-12-25,2021-12-26,First Class,316,1669.15
1556,9122,377,2021-12-25,2022-01-01,Standard Class,631,209.94
1557,502,354,2021-12-25,2021-12-28,Second Class,620,295.14
1558,1079,383,2021-12-25,2021-12-26,First Class,20,103.62
1559,5728,400,2021-12-25,2021-12-25,Same Day,404,2985.3
1560,6943,393,2021-12-25,2021-12-27,First Class,479,110.79
1561,154,400,2021-12-26,2021-12-28,First Class,548,340.85
1562,1029,394,2021-12-26,2021-12-27,First Class,578,244.02
1563,4508,209,2021-12-26,2021-12-27,First Class,277,5.98
1564,1181,101,2021-12-26,2021-12-31,Standard Class,538,2217.46
1565,6385,391,2021-12-26,2021-12-26,Same Day,91,1765.24
1566,9760,208,2021-12-26,2021-12-26,Same Day,450,1308.18
1567,3527,193,2021-12-26,2021-12-26,Same Day,612,233.64
1568,3641,185,2021-12-26,2021-12-31,Standard Class,425,548.21
1569,3644,383,2021-12-26,2021-12-29,Second Class,4,4696.77
1570,9281,379,2021-12-26,2021-12-29,Second Class,591,712.44
1571,8440,216,2021-12-26,2022-01-01,Standard Class,145,228.23
1572,2801,361,2021-12-26,2021-12-28,First Class,387,1783.51
1573,7578,377,2021-12-26,2021-12-30,Second Class,407,570.24
1574,7674,390,2021-12-26,2021-12-28,First Class,62,70.97
1575,8153,398,2021-12-26,2021-12-31,Standard Class,585,379.9
1576,1058,330,2021-12-26,2021-12-30,Second Class,190,1504.99
1577,1718,325,2021-12-26,2022-01-02,Standard Class,403,120.25
1578,8116,190,2021-12-26,2021-12-28,First Class,174,35.4
1579,807,200,2021-12-26,2021-12-26,Same Day,544,2005.09
1580,8417,360,2021-12-26,2021-12-31,Standard Class,446,831.76
1581,5103,185,2021-12-26,2021-12-29,Second Class,110,319.03
1582,6458,249,2021-12-27,2021-12-28,First Class,7,218.54
1583,7175,167,2021-12-27,2021-12-28,First Class,579,64.14
1584,5528,400,2021-12-27,2021-12-29,First Class,35,53.96
1585,8847,334,2021-12-27,2021-12-28,First Class,443,227.68
1586,8838,215,2021-12-27,2022-01-03,Standard Class,590,455.01
1587,3385,211,2021-12-27,2021-12-27,Same Day,308,1510.42
1588,9521,393,2021-12-27,2021-12-31,Second Class,317,180.46
1589,9309,174,2021-12-27,2022-01-01,Standard Class,281,109.82
1590,3904,340,2021-12-27,2021-12-28,First Class,594,450.59
1591,8495,214,2021-12-27,2021-12-30,Second Class,567,440.5
1592,3227,211,2021-12-27,2022-01-01,Standard Class,59,310.74
1593,6206,334,2021-12-27,2021-12-31,Second Class,270,804.32
1594,4821,209,2021-12-27,2021-12-31,Second Class,312,206.05
1595,3266,213,2021-12-27,2021-12-27,Same Day,27,268.96
1596,9046,191,2021-12-28,2021-12-29,First Class,385,242.18
1597,5367,396,2021-12-28,2021-12-30,First Class,525,126.0
1598,2090,216,2021-12-28,2021-12-28,Same Day,451,24.9
1599,5539,396,2021-12-28,2021-12-29,First Class,177,209.82
1600,9326,381,2021-12-28,2021-12-29,First Class,137,955.66
1601,7992,30,2021-12-28,2021-12-31,Second Class,171,1549.68
1602,8750,182,2021-12-28,2021-12-31,Second Class,78,4885.79
1603,1042,391,2021-12-28,2021-12-28,Same Day,71,1282.96
1604,1932,399,2021-12-28,2021-12-28,Same Day,467,580.15
1605,7902,176,2021-12-28,2022-01-01,Second Class,59,3636.59
1606,5648,207,2021-12-28,2021-12-29,First Class,123,991.77
1607,6210,398,2021-12-28,2022-01-01,Second Class,365,136.6
1608,9126,281,2021-12-28,2022-01-01,Second Class,112,23.36
1609,1758,227,2021-12-28,2021-12-29,First Class,272,69.98
1610,9823,328,2021-12-28,2021-12-31,Second Class,527,21.56
1611,3563,151,2021-12-28,2021-12-30,First Class,348,2313.44
1612,9593,47,2021-12-28,2022-01-01,Second Class,100,787.57
1613,7454,200,2021-12-28,2021-12-31,Second Class,580,1038.3
1614,8307,332,2021-12-28,2021-12-31,Second Class,554,665.01
1615,4311,178,2021-12-28,2021-12-28,Same Day,453,4651.28
1616,7550,66,2021-12-28,2021-12-30,First Class,630,1163.2
1617,1596,216,2021-12-28,2021-12-28,Same Day,36,430.12
1618,3884,400,2021-12-28,2021-12-30,First Class,441,90.65
1619,4232,215,2021-12-28,2021-12-31,Second Class,114,46.23
1620,7657,106,2021-12-28,2022-01-04,Standard Class,461,720.42
1621,88,350,2021-12-28,2021-12-28,Same Day,201,7.84
1622,7608,202,2021-12-28,2022-01-01,Second Class,515,1665.62
1623,8968,215,2021-12-28,2021-12-28,Same Day,159,237.74
1624,8243,381,2021-12-29,2022-01-03,Standard Class,210,1434.56
1625,1092,34,2021-12-29,2021-12-29,Same Day,106,94.43
1626,56,15,2021-12-29,2021-12-30,First Class,56,526.7
1627,2431,155,2021-12-29,2022-01-02,Second Class,324,20.96
1628,6951,207,2021-12-29,2022-01-03,Standard Class,304,4441.63
1629,2711,330,2021-12-29,2022-01-01,Second Class,4,16755.56
1630,3403,180,2021-12-29,2022-01-02,Second Class,322,31.98
