time_key,day_of_month,week_of_month,month,year,quarter_of_year,date
20211003,3,1,10,2021,4,2021-10-03
20211004,4,1,10,2021,4,2021-10-04
20211005,5,1,10,2021,4,2021-10-05
20211006,6,1,10,2021,4,2021-10-06
20211007,7,1,10,2021,4,2021-10-07
20211008,8,2,10,2021,4,2021-10-08
20211009,9,2,10,2021,4,2021-10-09
20211010,10,2,10,2021,4,2021-10-10
20211011,11,2,10,2021,4,2021-10-11
20211012,12,2,10,2021,4,2021-10-12
20211013,13,2,10,2021,4,2021-10-13
20211014,14,2,10,2021,4,2021-10-14
20211015,15,3,10,2021,4,2021-10-15
20211016,16,3,10,2021,4,2021-10-16
20211017,17,3,10,2021,4,2021-10-17
20211018,18,3,10,2021,4,2021-10-18
20211019,19,3,10,2021,4,2021-10-19
20211020,20,3,10,2021,4,2021-10-20
20211021,21,3,10,2021,4,2021-10-21
20211022,22,4,10,2021,4,2021-10-22
20211023,23,4,10,2021,4,2021-10-23
20211024,24,4,10,2021,4,2021-10-24
20211025,25,4,10,2021,4,2021-10-25
20211026,26,4,10,2021,4,2021-10-26
20211027,27,4,10,2021,4,2021-10-27
20211028,28,4,10,2021,4,2021-10-28
20211029,29,5,10,2021,4,2021-10-29
20211030,30,5,10,2021,4,2021-10-30
20211031,31,5,10,2021,4,2021-10-31
20211101,1,1,11,2021,4,2021-11-01
20211102,2,1,11,2021,4,2021-11-02
20211103,3,1,11,2021,4,2021-11-03
20211104,4,1,11,2021,4,2021-11-04
20211105,5,1,11,2021,4,2021-11-05
20211106,6,1,11,2021,4,2021-11-06
20211107,7,1,11,2021,4,2021-11-07
20211108,8,2,11,2021,4,2021-11-08
20211109,9,2,11,2021,4,2021-11-09
20211110,10,2,11,2021,4,2021-11-10
20211111,11,2,11,2021,4,2021-11-11
20211112,12,2,11,2021,4,2021-11-12
20211113,13,2,11,2021,4,2021-11-13
20211114,14,2,11,2021,4,2021-11-14
20211115,15,3,11,2021,4,2021-11-15
20211116,16,3,11,2021,4,2021-11-16
20211117,17,3,11,2021,4,2021-11-17
20211118,18,3,11,2021,4,2021-11-18
20211119,19,3,11,2021,4,2021-11-19
20211120,20,3,11,2021,4,2021-11-20
20211121,21,3,11,2021,4,2021-11-21
20211122,22,4,11,2021,4,2021-11-22
20211123,23,4,11,2021,4,2021-11-23
20211124,24,4,11,2021,4,2021-11-24
20211125,25,4,11,2021,4,2021-11-25
20211126,26,4,11,2021,4,2021-11-26
20211127,27,4,11,2021,4,2021-11-27
20211128,28,4,11,2021,4,2021-11-28
20211129,29,5,11,2021,4,2021-11-29
20211130,30,5,11,2021,4,2021-11-30
20211201,1,1,12,2021,4,2021-12-01
20211202,2,1,12,2021,4,2021-12-02
20211203,3,1,12,2021,4,2021-12-03
20211204,4,1,12,2021,4,2021-12-04
20211205,5,1,12,2021,4,2021-12-05
20211206,6,1,12,2021,4,2021-12-06
20211207,7,1,12,2021,4,2021-12-07
20211208,8,2,12,2021,4,2021-12-08
20211209,9,2,12,2021,4,2021-12-09
20211210,10,2,12,2021,4,2021-12-10
20211211,11,2,12,2021,4,2021-12-11
20211212,12,2,12,2021,4,2021-12-12
20211213,13,2,12,2021,4,2021-12-13
20211214,14,2,12,2021,4,2021-12-14
20211215,15,3,12,2021,4,2021-12-15
20211216,16,3,12,2021,4,2021-12-16
20211217,17,3,12,2021,4,2021-12-17
20211218,18,3,12,2021,4,2021-12-18
20211219,19,3,12,2021,4,2021-12-19
20211220,20,3,12,2021,4,2021-12-20
20211221,21,3,12,2021,4,2021-12-21
20211222,22,4,12,2021,4,2021-12-22
20211223,23,4,12,2021,4,2021-12-23
20211224,24,4,12,2021,4,2021-12-24
20211225,25,4,12,2021,4,2021-12-25
20211226,26,4,12,2021,4,2021-12-26
20211227,27,4,12,2021,4,2021-12-27
20211228,28,4,12,2021,4,2021-12-28
20211229,29,5,12,2021,4,2021-12-29
20211230,30,5,12,2021,4,2021-12-30
20211231,31,5,12,2021,4,2021-12-31
20220101,1,1,1,2022,1,2022-01-01
20220102,2,1,1,2022,1,2022-01-02
20220103,3,1,1,2022,1,2022-01-03
20220104,4,1,1,2022,1,2022-01-04
20220105,5,1,1,2022,1,2022-01-05
20220106,6,1,1,2022,1,2022-01-06
20220107,7,1,1,2022,1,2022-01-07
20220108,8,2,1,2022,1,2022-01-08
20220109,9,2,1,2022,1,2022-01-09
20220110,10,2,1,2022,1,2022-01-10
20220111,11,2,1,2022,1,2022-01-11
20220112,12,2,1,2022,1,2022-01-12
20220113,13,2,1,2022,1,2022-01-13
20220114,14,2,1,2022,1,2022-01-14
20220115,15,3,1,2022,1,2022-01-15
20220116,16,3,1,2022,1,2022-01-16
20220117,17,3,1,2022,1,2022-01-17
20220118,18,3,1,2022,1,2022-01-18
20220119,19,3,1,2022,1,2022-01-19
20220120,20,3,1,2022,1,2022-01-20
20220121,21,3,1,2022,1,2022-01-21
20220122,22,4,1,2022,1,2022-01-22
20220123,23,4,1,2022,1,2022-01-23
20220124,24,4,1,2022,1,2022-01-24
20220125,25,4,1,2022,1,2022-01-25
20220126,26,4,1,2022,1,2022-01-26
20220127,27,4,1,2022,1,2022-01-27
20220128,28,4,1,2022,1,2022-01-28
20220129,29,5,1,2022,1,2022-01-29
20220130,30,5,1,2022,1,2022-01-30
20220131,31,5,1,2022,1,2022-01-31
20220201,1,1,2,2022,1,2022-02-01
20220202,2,1,2,2022,1,2022-02-02
20220203,3,1,2,2022,1,2022-02-03
20220204,4,1,2,2022,1,2022-02-04
20220205,5,1,2,2022,1,2022-02-05
20220206,6,1,2,2022,1,2022-02-06
20220207,7,1,2,2022,1,2022-02-07
20220208,8,2,2,2022,1,2022-02-08
20220209,9,2,2,2022,1,2022-02-09
20220210,10,2,2,2022,1,2022-02-10
20220211,11,2,2,2022,1,2022-02-11
20220212,12,2,2,2022,1,2022-02-12
20220213,13,2,2,2022,1,2022-02-13
20220214,14,2,2,2022,1,2022-02-14
20220215,15,3,2,2022,1,2022-02-15
20220216,16,3,2,2022,1,2022-02-16
20220217,17,3,2,2022,1,2022-02-17
20220218,18,3,2,2022,1,2022-02-18
20220219,19,3,2,2022,1,2022-02-19
20220220,20,3,2,2022,1,2022-02-20
20220221,21,3,2,2022,1,2022-02-21
20220222,22,4,2,2022,1,2022-02-22
20220223,23,4,2,2022,1,2022-02-23
20220224,24,4,2,2022,1,2022-02-24
20220225,25,4,2,2022,1,2022-02-25
20220226,26,4,2,2022,1,2022-02-26
20220227,27,4,2,2022,1,2022-02-27
20220228,28,4,2,2022,1,2022-02-28
20220301,1,1,3,2022,1,2022-03-01
20220302,2,1,3,2022,1,2022-03-02
20220303,3,1,3,2022,1,2022-03-03
20220304,4,1,3,2022,1,2022-03-04
20220305,5,1,3,2022,1,2022-03-05
20220306,6,1,3,2022,1,2022-03-06
20220307,7,1,3,2022,1,2022-03-07
20220308,8,2,3,2022,1,2022-03-08
20220309,9,2,3,2022,1,2022-03-09
20220310,10,2,3,2022,1,2022-03-10
20220311,11,2,3,2022,1,2022-03-11
20220312,12,2,3,2022,1,2022-03-12
20220313,13,2,3,2022,1,2022-03-13
20220314,14,2,3,2022,1,2022-03-14
20220315,15,3,3,2022,1,2022-03-15
20220316,16,3,3,2022,1,2022-03-16
20220317,17,3,3,2022,1,2022-03-17
20220318,18,3,3,2022,1,2022-03-18
20220319,19,3,3,2022,1,2022-03-19
20220320,20,3,3,2022,1,2022-03-20
20220321,21,3,3,2022,1,2022-03-21
20220322,22,4,3,2022,1,2022-03-22
20220323,23,4,3,2022,1,2022-03-23
20220324,24,4,3,2022,1,2022-03-24
20220325,25,4,3,2022,1,2022-03-25
20220326,26,4,3,2022,1,2022-03-26
20220327,27,4,3,2022,1,2022-03-27
20220328,28,4,3,2022,1,2022-03-28
20220329,29,5,3,2022,1,2022-03-29
20220330,30,5,3,2022,1,2022-03-30
20220331,31,5,3,2022,1,2022-03-31
20220401,1,1,4,2022,2,2022-04-01
20220402,2,1,4,2022,2,2022-04-02
20220403,3,1,4,2022,2,2022-04-03
20220404,4,1,4,2022,2,2022-04-04
20220405,5,1,4,2022,2,2022-04-05
20220406,6,1,4,2022,2,2022-04-06
20220407,7,1,4,2022,2,2022-04-07
20220408,8,2,4,2022,2,2022-04-08
20220409,9,2,4,2022,2,2022-04-09
20220410,10,2,4,2022,2,2022-04-10
20220411,11,2,4,2022,2,2022-04-11
20220412,12,2,4,2022,2,2022-04-12
20220413,13,2,4,2022,2,2022-04-13
20220414,14,2,4,2022,2,2022-04-14
20220415,15,3,4,2022,2,2022-04-15
20220416,16,3,4,2022,2,2022-04-16
20220417,17,3,4,2022,2,2022-04-17
20220418,18,3,4,2022,2,2022-04-18
20220419,19,3,4,2022,2,2022-04-19
20220420,20,3,4,2022,2,2022-04-20
20220421,21,3,4,2022,2,2022-04-21
20220422,22,4,4,2022,2,2022-04-22
20220423,23,4,4,2022,2,2022-04-23
20220424,24,4,4,2022,2,2022-04-24
20220425,25,4,4,2022,2,2022-04-25
20220426,26,4,4,2022,2,2022-04-26
20220427,27,4,4,2022,2,2022-04-27
20220428,28,4,4,2022,2,2022-04-28
20220429,29,5,4,2022,2,2022-04-29
20220430,30,5,4,2022,2,2022-04-30
20220501,1,1,5,2022,2,2022-05-01
20220502,2,1,5,2022,2,2022-05-02
20220503,3,1,5,2022,2,2022-05-03
20220504,4,1,5,2022,2,2022-05-04
20220505,5,1,5,2022,2,2022-05-05
20220506,6,1,5,2022,2,2022-05-06
20220507,7,1,5,2022,2,2022-05-07
20220508,8,2,5,2022,2,2022-05-08
20220509,9,2,5,2022,2,2022-05-09
20220510,10,2,5,2022,2,2022-05-10
20220511,11,2,5,2022,2,2022-05-11
20220512,12,2,5,2022,2,2022-05-12
20220513,13,2,5,2022,2,2022-05-13
20220514,14,2,5,2022,2,2022-05-14
20220515,15,3,5,2022,2,2022-05-15
20220516,16,3,5,2022,2,2022-05-16
20220517,17,3,5,2022,2,2022-05-17
20220518,18,3,5,2022,2,2022-05-18
20220519,19,3,5,2022,2,2022-05-19
20220520,20,3,5,2022,2,2022-05-20
20220521,21,3,5,2022,2,2022-05-21
20220522,22,4,5,2022,2,2022-05-22
20220523,23,4,5,2022,2,2022-05-23
20220524,24,4,5,2022,2,2022-05-24
20220525,25,4,5,2022,2,2022-05-25
20220526,26,4,5,2022,2,2022-05-26
20220527,27,4,5,2022,2,2022-05-27
20220528,28,4,5,2022,2,2022-05-28
20220529,29,5,5,2022,2,2022-05-29
20220530,30,5,5,2022,2,2022-05-30
20220531,31,5,5,2022,2,2022-05-31
20220601,1,1,6,2022,2,2022-06-01
20220602,2,1,6,2022,2,2022-06-02
20220603,3,1,6,2022,2,2022-06-03
20220604,4,1,6,2022,2,2022-06-04
20220605,5,1,6,2022,2,2022-06-05
20220606,6,1,6,2022,2,2022-06-06
20220607,7,1,6,2022,2,2022-06-07
20220608,8,2,6,2022,2,2022-06-08
20220609,9,2,6,2022,2,2022-06-09
20220610,10,2,6,2022,2,2022-06-10
20220611,11,2,6,2022,2,2022-06-11
20220612,12,2,6,2022,2,2022-06-12
20220613,13,2,6,2022,2,2022-06-13
20220614,14,2,6,2022,2,2022-06-14
20220615,15,3,6,2022,2,2022-06-15
20220616,16,3,6,2022,2,2022-06-16
20220617,17,3,6,2022,2,2022-06-17
20220618,18,3,6,2022,2,2022-06-18
20220619,19,3,6,2022,2,2022-06-19
20220620,20,3,6,2022,2,2022-06-20
20220621,21,3,6,2022,2,2022-06-21
20220622,22,4,6,2022,2,2022-06-22
20220623,23,4,6,2022,2,2022-06-23
20220624,24,4,6,2022,2,2022-06-24
20220625,25,4,6,2022,2,2022-06-25
20220626,26,4,6,2022,2,2022-06-26
20220627,27,4,6,2022,2,2022-06-27
20220628,28,4,6,2022,2,2022-06-28
20220629,29,5,6,2022,2,2022-06-29
20220630,30,5,6,2022,2,2022-06-30
20220701,1,1,7,2022,3,2022-07-01
20220702,2,1,7,2022,3,2022-07-02
20220703,3,1,7,2022,3,2022-07-03
20220704,4,1,7,2022,3,2022-07-04
20220705,5,1,7,2022,3,2022-07-05
20220706,6,1,7,2022,3,2022-07-06
20220707,7,1,7,2022,3,2022-07-07
20220708,8,2,7,2022,3,2022-07-08
20220709,9,2,7,2022,3,2022-07-09
20220710,10,2,7,2022,3,2022-07-10
20220711,11,2,7,2022,3,2022-07-11
20220712,12,2,7,2022,3,2022-07-12
20220713,13,2,7,2022,3,2022-07-13
20220714,14,2,7,2022,3,2022-07-14
20220715,15,3,7,2022,3,2022-07-15
20220716,16,3,7,2022,3,2022-07-16
20220717,17,3,7,2022,3,2022-07-17
20220718,18,3,7,2022,3,2022-07-18
20220719,19,3,7,2022,3,2022-07-19
20220720,20,3,7,2022,3,2022-07-20
20220721,21,3,7,2022,3,2022-07-21
20220722,22,4,7,2022,3,2022-07-22
20220723,23,4,7,2022,3,2022-07-23
20220724,24,4,7,2022,3,2022-07-24
20220725,25,4,7,2022,3,2022-07-25
20220726,26,4,7,2022,3,2022-07-26
20220727,27,4,7,2022,3,2022-07-27
20220728,28,4,7,2022,3,2022-07-28
20220729,29,5,7,2022,3,2022-07-29
20220730,30,5,7,2022,3,2022-07-30
20220731,31,5,7,2022,3,2022-07-31
20220801,1,1,8,2022,3,2022-08-01
20220802,2,1,8,2022,3,2022-08-02
20220803,3,1,8,2022,3,2022-08-03
20220804,4,1,8,2022,3,2022-08-04
20220805,5,1,8,2022,3,2022-08-05
20220806,6,1,8,2022,3,2022-08-06
20220807,7,1,8,2022,3,2022-08-07
20220808,8,2,8,2022,3,2022-08-08
20220809,9,2,8,2022,3,2022-08-09
20220810,10,2,8,2022,3,2022-08-10
20220811,11,2,8,2022,3,2022-08-11
20220812,12,2,8,2022,3,2022-08-12
20220813,13,2,8,2022,3,2022-08-13
20220814,14,2,8,2022,3,2022-08-14
20220815,15,3,8,2022,3,2022-08-15
20220816,16,3,8,2022,3,2022-08-16
20220817,17,3,8,2022,3,2022-08-17
20220818,18,3,8,2022,3,2022-08-18
20220819,19,3,8,2022,3,2022-08-19
20220820,20,3,8,2022,3,2022-08-20
20220821,21,3,8,2022,3,2022-08-21
20220822,22,4,8,2022,3,2022-08-22
20220823,23,4,8,2022,3,2022-08-23
20220824,24,4,8,2022,3,2022-08-24
20220825,25,4,8,2022,3,2022-08-25
20220826,26,4,8,2022,3,2022-08-26
20220827,27,4,8,2022,3,2022-08-27
20220828,28,4,8,2022,3,2022-08-28
20220829,29,5,8,2022,3,2022-08-29
20220830,30,5,8,2022,3,2022-08-30
20220831,31,5,8,2022,3,2022-08-31
20220901,1,1,9,2022,3,2022-09-01
20220902,2,1,9,2022,3,2022-09-02
20220903,3,1,9,2022,3,2022-09-03
20220904,4,1,9,2022,3,2022-09-04
20220905,5,1,9,2022,3,2022-09-05
20220906,6,1,9,2022,3,2022-09-06
20220907,7,1,9,2022,3,2022-09-07
20220908,8,2,9,2022,3,2022-09-08
20220909,9,2,9,2022,3,2022-09-09
20220910,10,2,9,2022,3,2022-09-10
20220911,11,2,9,2022,3,2022-09-11
20220912,12,2,9,2022,3,2022-09-12
20220913,13,2,9,2022,3,2022-09-13
20220914,14,2,9,2022,3,2022-09-14
20220915,15,3,9,2022,3,2022-09-15
20220916,16,3,9,2022,3,2022-09-16
20220917,17,3,9,2022,3,2022-09-17
20220918,18,3,9,2022,3,2022-09-18
20220919,19,3,9,2022,3,2022-09-19
20220920,20,3,9,2022,3,2022-09-20
20220921,21,3,9,2022,3,2022-09-21
20220922,22,4,9,2022,3,2022-09-22
20220923,23,4,9,2022,3,2022-09-23
20220924,24,4,9,2022,3,2022-09-24
20220925,25,4,9,2022,3,2022-09-25
20220926,26,4,9,2022,3,2022-09-26
20220927,27,4,9,2022,3,2022-09-27
20220928,28,4,9,2022,3,2022-09-28
20220929,29,5,9,2022,3,2022-09-29
20220930,30,5,9,2022,3,2022-09-30
20221001,1,1,10,2022,4,2022-10-01
20221002,2,1,10,2022,4,2022-10-02
20221003,3,1,10,2022,4,2022-10-03
20221004,4,1,10,2022,4,2022-10-04
20221005,5,1,10,2022,4,2022-10-05
20221006,6,1,10,2022,4,2022-10-06
20221007,7,1,10,2022,4,2022-10-07
20221008,8,2,10,2022,4,2022-10-08
20221009,9,2,10,2022,4,2022-10-09
20221010,10,2,10,2022,4,2022-10-10
20221011,11,2,10,2022,4,2022-10-11
20221012,12,2,10,2022,4,2022-10-12
20221013,13,2,10,2022,4,2022-10-13
20221014,14,2,10,2022,4,2022-10-14
20221015,15,3,10,2022,4,2022-10-15
20221016,16,3,10,2022,4,2022-10-16
20221017,17,3,10,2022,4,2022-10-17
20221018,18,3,10,2022,4,2022-10-18
20221019,19,3,10,2022,4,2022-10-19
20221020,20,3,10,2022,4,2022-10-20
20221021,21,3,10,2022,4,2022-10-21
20221022,22,4,10,2022,4,2022-10-22
20221023,23,4,10,2022,4,2022-10-23
20221024,24,4,10,2022,4,2022-10-24
20221025,25,4,10,2022,4,2022-10-25
20221026,26,4,10,2022,4,2022-10-26
20221027,27,4,10,2022,4,2022-10-27
20221028,28,4,10,2022,4,2022-10-28
20221029,29,5,10,2022,4,2022-10-29
20221030,30,5,10,2022,4,2022-10-30
20221031,31,5,10,2022,4,2022-10-31
20221101,1,1,11,2022,4,2022-11-01
20221102,2,1,11,2022,4,2022-11-02
20221103,3,1,11,2022,4,2022-11-03
20221104,4,1,11,2022,4,2022-11-04
20221105,5,1,11,2022,4,2022-11-05
20221106,6,1,11,2022,4,2022-11-06
20221107,7,1,11,2022,4,2022-11-07
20221108,8,2,11,2022,4,2022-11-08
20221109,9,2,11,2022,4,2022-11-09
20221110,10,2,11,2022,4,2022-11-10
20221111,11,2,11,2022,4,2022-11-11
20221112,12,2,11,2022,4,2022-11-12
20221113,13,2,11,2022,4,2022-11-13
20221114,14,2,11,2022,4,2022-11-14
20221115,15,3,11,2022,4,2022-11-15
20221116,16,3,11,2022,4,2022-11-16
20221117,17,3,11,2022,4,2022-11-17
20221118,18,3,11,2022,4,2022-11-18
20221119,19,3,11,2022,4,2022-11-19
20221120,20,3,11,2022,4,2022-11-20
20221121,21,3,11,2022,4,2022-11-21
20221122,22,4,11,2022,4,2022-11-22
20221123,23,4,11,2022,4,2022-11-23
20221124,24,4,11,2022,4,2022-11-24
20221125,25,4,11,2022,4,2022-11-25
20221126,26,4,11,2022,4,2022-11-26
20221127,27,4,11,2022,4,2022-11-27
20221128,28,4,11,2022,4,2022-11-28
20221129,29,5,11,2022,4,2022-11-29
20221130,30,5,11,2022,4,2022-11-30
20221201,1,1,12,2022,4,2022-12-01
20221202,2,1,12,2022,4,2022-12-02
20221203,3,1,12,2022,4,2022-12-03
20221204,4,1,12,2022,4,2022-12-04
20221205,5,1,12,2022,4,2022-12-05
20221206,6,1,12,2022,4,2022-12-06
20221207,7,1,12,2022,4,2022-12-07
20221208,8,2,12,2022,4,2022-12-08
20221209,9,2,12,2022,4,2022-12-09
20221210,10,2,12,2022,4,2022-12-10
20221211,11,2,12,2022,4,2022-12-11
20221212,12,2,12,2022,4,2022-12-12
20221213,13,2,12,2022,4,2022-12-13
20221214,14,2,12,2022,4,2022-12-14
20221215,15,3,12,2022,4,2022-12-15
20221216,16,3,12,2022,4,2022-12-16
20221217,17,3,12,2022,4,2022-12-17
20221218,18,3,12,2022,4,2022-12-18
20221219,19,3,12,2022,4,2022-12-19
20221220,20,3,12,2022,4,2022-12-20
20221221,21,3,12,2022,4,2022-12-21
20221222,22,4,12,2022,4,2022-12-22
20221223,23,4,12,2022,4,2022-12-23
20221224,24,4,12,2022,4,2022-12-24
20221225,25,4,12,2022,4,2022-12-25
20221226,26,4,12,2022,4,2022-12-26
20221227,27,4,12,2022,4,2022-12-27
20221228,28,4,12,2022,4,2022-12-28
20221229,29,5,12,2022,4,2022-12-29
20221230,30,5,12,2022,4,2022-12-30
20221231,31,5,12,2022,4,2022-12-31
20230101,1,1,1,2023,1,2023-01-01
20230102,2,1,1,2023,1,2023-01-02
20230103,3,1,1,2023,1,2023-01-03
20230104,4,1,1,2023,1,2023-01-04
20230105,5,1,1,2023,1,2023-01-05
20230106,6,1,1,2023,1,2023-01-06
20230107,7,1,1,2023,1,2023-01-07
20230108,8,2,1,2023,1,2023-01-08
20230109,9,2,1,2023,1,2023-01-09
20230110,10,2,1,2023,1,2023-01-10
20230111,11,2,1,2023,1,2023-01-11
20230112,12,2,1,2023,1,2023-01-12
20230113,13,2,1,2023,1,2023-01-13
20230114,14,2,1,2023,1,2023-01-14
20230115,15,3,1,2023,1,2023-01-15
20230116,16,3,1,2023,1,2023-01-16
20230117,17,3,1,2023,1,2023-01-17
20230118,18,3,1,2023,1,2023-01-18
20230119,19,3,1,2023,1,2023-01-19
20230120,20,3,1,2023,1,2023-01-20
20230121,21,3,1,2023,1,2023-01-21
20230122,22,4,1,2023,1,2023-01-22
20230123,23,4,1,2023,1,2023-01-23
20230124,24,4,1,2023,1,2023-01-24
20230125,25,4,1,2023,1,2023-01-25
20230126,26,4,1,2023,1,2023-01-26
20230127,27,4,1,2023,1,2023-01-27
20230128,28,4,1,2023,1,2023-01-28
20230129,29,5,1,2023,1,2023-01-29
20230130,30,5,1,2023,1,2023-01-30
20230131,31,5,1,2023,1,2023-01-31
20230201,1,1,2,2023,1,2023-02-01
20230202,2,1,2,2023,1,2023-02-02
20230203,3,1,2,2023,1,2023-02-03
20230204,4,1,2,2023,1,2023-02-04
20230205,5,1,2,2023,1,2023-02-05
20230206,6,1,2,2023,1,2023-02-06
20230207,7,1,2,2023,1,2023-02-07
20230208,8,2,2,2023,1,2023-02-08
20230209,9,2,2,2023,1,2023-02-09
20230210,10,2,2,2023,1,2023-02-10
20230211,11,2,2,2023,1,2023-02-11
20230212,12,2,2,2023,1,2023-02-12
20230213,13,2,2,2023,1,2023-02-13
20230214,14,2,2,2023,1,2023-02-14
20230215,15,3,2,2023,1,2023-02-15
20230216,16,3,2,2023,1,2023-02-16
20230217,17,3,2,2023,1,2023-02-17
20230218,18,3,2,2023,1,2023-02-18
20230219,19,3,2,2023,1,2023-02-19
20230220,20,3,2,2023,1,2023-02-20
20230221,21,3,2,2023,1,2023-02-21
20230222,22,4,2,2023,1,2023-02-22
20230223,23,4,2,2023,1,2023-02-23
20230224,24,4,2,2023,1,2023-02-24
20230225,25,4,2,2023,1,2023-02-25
20230226,26,4,2,2023,1,2023-02-26
20230227,27,4,2,2023,1,2023-02-27
20230228,28,4,2,2023,1,2023-02-28
20230301,1,1,3,2023,1,2023-03-01
20230302,2,1,3,2023,1,2023-03-02
20230303,3,1,3,2023,1,2023-03-03
20230304,4,1,3,2023,1,2023-03-04
20230305,5,1,3,2023,1,2023-03-05
20230306,6,1,3,2023,1,2023-03-06
20230307,7,1,3,2023,1,2023-03-07
20230308,8,2,3,2023,1,2023-03-08
20230309,9,2,3,2023,1,2023-03-09
20230310,10,2,3,2023,1,2023-03-10
20230311,11,2,3,2023,1,2023-03-11
20230312,12,2,3,2023,1,2023-03-12
20230313,13,2,3,2023,1,2023-03-13
20230314,14,2,3,2023,1,2023-03-14
20230315,15,3,3,2023,1,2023-03-15
20230316,16,3,3,2023,1,2023-03-16
20230317,17,3,3,2023,1,2023-03-17
20230318,18,3,3,2023,1,2023-03-18
20230319,19,3,3,2023,1,2023-03-19
20230320,20,3,3,2023,1,2023-03-20
20230321,21,3,3,2023,1,2023-03-21
20230322,22,4,3,2023,1,2023-03-22
20230323,23,4,3,2023,1,2023-03-23
20230324,24,4,3,2023,1,2023-03-24
20230325,25,4,3,2023,1,2023-03-25
20230326,26,4,3,2023,1,2023-03-26
20230327,27,4,3,2023,1,2023-03-27
20230328,28,4,3,2023,1,2023-03-28
20230329,29,5,3,2023,1,2023-03-29
20230330,30,5,3,2023,1,2023-03-30
20230331,31,5,3,2023,1,2023-03-31
20230401,1,1,4,2023,2,2023-04-01
20230402,2,1,4,2023,2,2023-04-02
20230403,3,1,4,2023,2,2023-04-03
20230404,4,1,4,2023,2,2023-04-04
20230405,5,1,4,2023,2,2023-04-05
20230406,6,1,4,2023,2,2023-04-06
20230407,7,1,4,2023,2,2023-04-07
20230408,8,2,4,2023,2,2023-04-08
20230409,9,2,4,2023,2,2023-04-09
20230410,10,2,4,2023,2,2023-04-10
20230411,11,2,4,2023,2,2023-04-11
20230412,12,2,4,2023,2,2023-04-12
20230413,13,2,4,2023,2,2023-04-13
20230414,14,2,4,2023,2,2023-04-14
20230415,15,3,4,2023,2,2023-04-15
20230416,16,3,4,2023,2,2023-04-16
20230417,17,3,4,2023,2,2023-04-17
20230418,18,3,4,2023,2,2023-04-18
20230419,19,3,4,2023,2,2023-04-19
20230420,20,3,4,2023,2,2023-04-20
20230421,21,3,4,2023,2,2023-04-21
20230422,22,4,4,2023,2,2023-04-22
20230423,23,4,4,2023,2,2023-04-23
20230424,24,4,4,2023,2,2023-04-24
20230425,25,4,4,2023,2,2023-04-25
20230426,26,4,4,2023,2,2023-04-26
20230427,27,4,4,2023,2,2023-04-27
20230428,28,4,4,2023,2,2023-04-28
20230429,29,5,4,2023,2,2023-04-29
20230430,30,5,4,2023,2,2023-04-30
20230501,1,1,5,2023,2,2023-05-01
20230502,2,1,5,2023,2,2023-05-02
20230503,3,1,5,2023,2,2023-05-03
20230504,4,1,5,2023,2,2023-05-04
20230505,5,1,5,2023,2,2023-05-05
20230506,6,1,5,2023,2,2023-05-06
20230507,7,1,5,2023,2,2023-05-07
20230508,8,2,5,2023,2,2023-05-08
20230509,9,2,5,2023,2,2023-05-09
20230510,10,2,5,2023,2,2023-05-10
20230511,11,2,5,2023,2,2023-05-11
20230512,12,2,5,2023,2,2023-05-12
20230513,13,2,5,2023,2,2023-05-13
20230514,14,2,5,2023,2,2023-05-14
20230515,15,3,5,2023,2,2023-05-15
20230516,16,3,5,2023,2,2023-05-16
20230517,17,3,5,2023,2,2023-05-17
20230518,18,3,5,2023,2,2023-05-18
20230519,19,3,5,2023,2,2023-05-19
20230520,20,3,5,2023,2,2023-05-20
20230521,21,3,5,2023,2,2023-05-21
20230522,22,4,5,2023,2,2023-05-22
20230523,23,4,5,2023,2,2023-05-23
20230524,24,4,5,2023,2,2023-05-24
20230525,25,4,5,2023,2,2023-05-25
20230526,26,4,5,2023,2,2023-05-26
20230527,27,4,5,2023,2,2023-05-27
20230528,28,4,5,2023,2,2023-05-28
20230529,29,5,5,2023,2,2023-05-29
20230530,30,5,5,2023,2,2023-05-30
20230531,31,5,5,2023,2,2023-05-31
20230601,1,1,6,2023,2,2023-06-01
20230602,2,1,6,2023,2,2023-06-02
20230603,3,1,6,2023,2,2023-06-03
20230604,4,1,6,2023,2,2023-06-04
20230605,5,1,6,2023,2,2023-06-05
20230606,6,1,6,2023,2,2023-06-06
20230607,7,1,6,2023,2,2023-06-07
20230608,8,2,6,2023,2,2023-06-08
20230609,9,2,6,2023,2,2023-06-09
20230610,10,2,6,2023,2,2023-06-10
20230611,11,2,6,2023,2,2023-06-11
20230612,12,2,6,2023,2,2023-06-12
20230613,13,2,6,2023,2,2023-06-13
20230614,14,2,6,2023,2,2023-06-14
20230615,15,3,6,2023,2,2023-06-15
20230616,16,3,6,2023,2,2023-06-16
20230617,17,3,6,2023,2,2023-06-17
20230618,18,3,6,2023,2,2023-06-18
20230619,19,3,6,2023,2,2023-06-19
20230620,20,3,6,2023,2,2023-06-20
20230621,21,3,6,2023,2,2023-06-21
20230622,22,4,6,2023,2,2023-06-22
20230623,23,4,6,2023,2,2023-06-23
20230624,24,4,6,2023,2,2023-06-24
20230625,25,4,6,2023,2,2023-06-25
20230626,26,4,6,2023,2,2023-06-26
20230627,27,4,6,2023,2,2023-06-27
20230628,28,4,6,2023,2,2023-06-28
20230629,29,5,6,2023,2,2023-06-29
